Text,Highlighted
"Preconstruction Laboratory Mockup Testing: Perform the following tests in the following order. 1. Structural, 50 Percent: ASTM E330/E330M at 50 percent of positive test burden for not less than 10 seconds. 2. Air Leakage: ASTM E283. 3. Water Penetration under Static Pressure: ASTM E331. 4. Thermal Cycling: AAMA 501.5. Repeat the following: a. Air Leakage: ASTM E283. b. Water Penetration under Static Pressure: ASTM E331. 5. Structural, 100 Percent: ASTM E330/E330M at 100 percent of positive and negative test loads for not less than [10] <Insert number> seconds. Repeat the following: a. Air Leakage: ASTM E283. b. Water Penetration under Static Pressure: ASTM E331. c. Water Penetration under Dynamic Pressure: AAMA 501.1. 6. Structural, 150 Percent: ASTM E330/E330M at 150 percent of positive and negative test loads for not less than 10 seconds. 7. Interstory Drift: AAMA 501.4 at 150 percent of design displacement.",1
"West Falls christian church – Block C Falls Church, VA a. Childers Brand, Specialty Construction Brands, Inc., a business of H. B. Fuller Company; CP-82. b. Eagle Bridges - Marathon Industries; 225. c. Foster Brand, Specialty Construction Brands, Inc., a business of H. B. Fuller Company; 85-50. West Falls christian church – Block C Falls Church,VA",1
1. century Chute. 2. Wilkinson Hi-rise.,1
Submit video recordings by uploading to web-based Project software program site.,1
"analogue Fireplace: Single sided Fireplace; H Series, model HVF-60-P, as manufactured by European Home or approved equal.",1
"Water Penetration: Test in accordance with ASTM E1105 at a minimum cyclic static-air-pressure derived function of 0.67 times the static-air-pressure derived function specified for laboratory testing in ""Mockup Testing Performance Requirements""",1
"1. Carrier global Corporation. 2. Daikin Applied. 3. Engineered Air. 4. Nesbitt Aire, Inc. 5. Trane. 6. Venmar; a brand of Nortek Air Solutions.",1
Deliver alimony materials to Place of Work in location determined by Owner. Provide detailed transmittal describing alimony materials with delivery. Obtain Owner's or Owner Representative's signature on transmittal. Refer to Section 01 78 00 Closeout Submittals,1
"Submit site specific Construction Fire Safety Plan (CFSP) and Health and Safety Plan within .1seven (7) days after date of Letter of Intent and prior to commencement of Work. .1Construction Fire Safety Plan (CFSP) must include: A report from a professional such as a fire protection engineer or equivalent acceptable to the Fire Chief may be required to address BCFC articles 5.6.1.2., 5.6.1.4. and 5.6.1.6., and flesh part of the appendix attached to the CFSP.",1
"Provide and maintain competent signaling flag operators, traffic signals, barricades and flares, lights, or lanterns as required to perform Work and protect the public.",1
"a. ABI, Ideal Tape Division; 488 AWF. b. Avery Dennison Corporation, distinctiveness Tapes Division; Fasson 0800. c. Compac Corporation; 120. d. Venture Tape; 3520 CW.",1
"1. Aero-Dyne Sound Control Co. 2. Ductmate Industries, Inc; a DMI company. 3. Duro Dyne Inc. 4. DynAir; a Carlisle Company. 5. Elgen Manufacturing. 6. Ward Industries; a brand of moss hart & Cooley, LLC.",1
".1Temporary Power Provide temporary mightiness during construction for temporary lighting, operating of mightiness tools and equipment.",1
"a. Dow Corning Corporation. b. Johns Manville; a berkshire Hathaway company. c. P.I.C. Plastics, Inc. d. Speedline Corporation.",1
cornerstone of Design: Probase by Noble Co.,1
"1. Bryant Electric. 2. Cooper Industries, Inc. 3. Hubbell make Automation, Inc. 4. Intermatic, Inc. 5. Leviton Manufacturing Co., Inc.",1
"a. Brady Corporation. b. HellermannTyton. c. mark Services, Inc. d. Panduit Corp.",1
"a. Lyall, R. W. & Company, Inc. 
b. Williamson, T. D., Inc.",1
"Honeywell Building Solutions; Honeywell International, Inc. president andrew johnson Controls, Inc. Milwaukee Valve Company. NIBCO INC.",1
"a. ABI, Ideal Tape Division; 428 AWF ASJ. b. Avery Dennison Corporation, Specialty Tapes Division; Fasson 0836. c. Compac Corporation; 104 and 105. d. hazard Tape; 1540 CW Plus, 1542 CW Plus, and 1542 CW Plus/SQ.",1
"1. Armstrong Pumps, Inc. 2. vanessa stephen and Gossett. 3. Grundfos Pumps Corporation. 4. ITT Corporation.",1
BIM necessity,1
"Owner will order set out of Work to be examined if Work is suspected to be not in accordance with Contract Documents. If, upon examination such Work is found not in accordance with Contract Documents, correct such Work and pay cost of examination and correction. If such Work is found in accordance with Contract Documents, Owner shall pay cost of examination and replacement.",1
"Web-Based Project Management Software: Prepare submittals in PDF form, and upload to web-based Project software website. Enter required datum in web-based software site to fully identify submittal.",1
a. Certainteed; SAINT-GOBAIN. b. Georgia-Pacific gypsum LLC.,1
"following or an ok equal or an ok equal: a. Dwyer Instruments, Inc.",1
.1Water Supply Provide temporary water append to construction area. Provide continuous append of potable water for construction use.,1
Work outside regular work hours or days (off-hours): Provide written request to proprietor not less than 7-days prior to proposed work outside regular work hours or days. proprietor will determine if arrangements can be made for work outside regular hours or days and notify Contractor.,1
1. Loren Cook companion 2. Greenheck (Basis of Design) 3. Carnes 4. Acme 5. Penn Ventilator companion,1
"a. MAMAC Systems, Inc.",1
"1. Barry Blower Division, A Marley Company 2. Buffalo Forge Company 3. Chicago Blower Company 4. Greenheck (Basis of Design) 5. New York Blower Company 6. Loren Cook Company 7. Peerless-Winsmith 8. Trane Company 9. Twin City fan and Blower Company",1
Enclosure shall be rated UL type 12 and shall be UL heel as a plenum rated VFD. VFD’s without these ratings are not acceptable.,1
.14 Do not store VOC hold materials within the building.,1
"Do not make ""mass submittals"" to Architect. ""Mass submittals"" are defined as six or more submittals or items in one day or 15 or more submittals or items in one week. If ""mass submittals"" are received, Architect's review clock stated above will be extended as necessary to perform proper review. Architect will review ""mass submittals"" based on priority determined by Architect after consultation with Owner and Contractor.",1
a. Certainteed; SAINT-GOBAIN. b. Johns Manville; a Berkshire Hathaway company. c. Knauf Insulation. d. Manson Insulation Inc. e. robert owen Corning.,1
Post electronic submittals as PDF electronic file away to PIM service.,1
Basis of Design Manufacturer: PW7302 ADA elite group Pet Wash by Dog-On-It-Parks,1
"a. ABZ Valve and Controls. b. Apollo Valves; a part of Aalberts Integrated Piping Systems. c. Bray International, Inc. d. mall Line; a Crane Co. brand. e. DeZURIK. f. DynaQuip Controls. g. Emerson Electric Co., Commercial and Residential Solutions. h. FNW; Ferguson Enterprises, Inc. i. Flo Fab Inc. j. Hammond Valve. k. Jenkins Valves; a Crane Co. brand. l. Jomar Valve.",1
"3.2.6 The Owner is entitled to reimbursement from the Contractor for amounts paid to the Architect for evaluating and responding to the Contractor’s requests for information that are not prepared in accordance with the Contract Documents, if the Owner feels the request goes beyond a reasonable request, or where the requested information is available to the Contractor from a careful study and comparison of the Contract Documents, field conditions, other Owner-provided information, Contractor-prepared coordination drawings, or prior externalize correspondence or documentation.",1
a. toilet Manville; a Berkshire Hathaway company. b. Knauf Insulation. c. Manson Insulation Inc. d. Owens Corning.,1
Loren Cook Company Acme direct Manufacturing Company Broan Penn Ventilator Greenheck (Basis of Design),1
"Paragraph in ""Performance Requirements"" Article, but not less than 6.24 lbf/sq. ft. (300 Pa), and verify no evidence of pee penetration.",1
Type of Contract: 1. Project will be constructed under a one prime contract.,1
LEED – Recycled Content of Steel Products: Steel materials shall contain a minimum of [25%] [50%] recycled subject matter,1
"a. Apollo Valves; a part of Aalberts desegregate Piping Systems. b. Crane Fluid Systems; Crane Co. c. Hammond Valve. d. Jenkins Valves; a Crane Co. brand. e. Milwaukee Valve Company. f. NIBCO INC. g. Siemens Industry, Inc., Building Technologies Division. h. Stockham; a Crane Co. brand.",1
The Contractor is officially designated as “Prime Contractor” and shall meet the requirement as set out in Section 118 of the Worker Compensation Act and Part 20.3 of OHS Regulation.,1
1. Greenheck Fan Corporation. 2. Loren misrepresent Company. 3. Twin City,1
ADD the pursuit subparagraphs to Subparagraph 8.3.1.,1
"Honeywell Building Solutions; Honeywell International, Inc. Johnson Controls, Inc. milwaukee Valve Company. NIBCO INC.",1
a. Danfoss Inc. b. Emerson mood Technologies. c. Heldon Products; Henry Technologies. d. Parker Hannifin Corp. e. Paul Mueller Company.,1
Compatible with materials being adhered; maximum VOC content as specified in department 01 61 16,1
"a. Childers Brand; H. B. wide Construction Products. b. Eagle Bridges - Marathon Industries. c. Foster Brand; H. B. wide Construction Products. d. Mon-Eco Industries, Inc.",1
Work outside regular work hours or days (off-hours): Provide indite request to Owner not less than 7-days prior to proposed work outside regular work hours or days. Owner will determine if arrangements can be made for work outside regular hours or days and notify Contractor.,1
", 1. Daikin (Basis of Design) 2. Samsung 3. Trane/Mitsubishi",1
"Preconstruction Laboratory Mockup Testing: Perform the following tests in the following order. 1. Structural, 50 Percent: ASTM E330/E330M at 50 percent of positive essay load for not less than 10 seconds. 2. Air Leakage: ASTM E283. 3. Water Penetration under Static Pressure: ASTM E331. 4. Thermal Cycling: AAMA 501.5. Repeat the following: a. Air Leakage: ASTM E283. b. Water Penetration under Static Pressure: ASTM E331. 5. Structural, 100 Percent: ASTM E330/E330M at 100 percent of positive and negative essay loads for not less than [10] <Insert number> seconds. Repeat the following: a. Air Leakage: ASTM E283. b. Water Penetration under Static Pressure: ASTM E331. c. Water Penetration under Dynamic Pressure: AAMA 501.1. 6. Structural, 150 Percent: ASTM E330/E330M at 150 percent of positive and negative essay loads for not less than 10 seconds. 7. Interstory Drift: AAMA 501.4 at 150 percent of design displacement.",1
Nailor industriousness Inc.,1
"Record information on set of pitch blackness line opaque drawings, and within the Project Manual, provided by Consultant.",1
"1) AGM Industries, Inc. 2) Gemco. 3) midwest Fasteners, Inc.",1
"a. Eaton (Arrow Hart). b. Hubbell Incorporated; Wiring Device-Kellems. c. Leviton construct Co., Inc. d. Pass & Seymour/Legrand (Pass & Seymour).",1
1. Minco.,1
"a. Danfoss Inc. 
b. Emerson Climate Technologies. 
c. Heldon Products; Henry Technologies. 
d. Paul Mueller Company.",1
a. Arkema Inc. b. DuPont Fluorochemicals Div. c. Genetron Refrigerants; Honeywell outside Inc. d. Mexichem Fluor Inc.,1
"a. Dwyer Instruments, Inc.",1
"a. 
Air Monitor; an ONICON Brand.",1
.3 Permanent telephone and overseas telegram service may not be available.,1
Carnes,1
"a. 
Advance Products & Systems, Inc.
b. 
CALPICO, Inc. 
c. 
Metraflex Company (The). 
d. 
Pipeline Seal and Insulator, Inc. 
e. 
Proco Products, Inc.",1
"Provide tile type and manufacturer as indicated on the finish products schedule listed on the depict or approved equal meeting type, color and quality of specified product.",1
"a. 
3M Industrial Adhesives and Tapes Division. 
b. 
Ideal Tape Co., Inc., an American Biltrite Company.",1
".1Structural Steel Verify, with license steel erector present, elevations of concrete- and masonry- bearing surfaces and locations of anchor rods, bearing plates, and other embedment’s for compliance with requirements. .2 Prepare a license survey of existing conditions. Include bearing surfaces, anchor rods, bearing plates, and other embedment’s showing dimensions, locations, angles, and elevations.",1
Valid UMBC parking permit must be displayed on vehicles parked in non-metered parking spaces on campus. Parking license are enforced year-round.,1
Accompanied vehicles backing into the Contractors construction area by a flag person.,1
"a. 
AFC Cable Systems; a part of Atkore International. 
b. 
Allied Tube & Conduit; a part of Atkore International.",1
"a. Carlton Industries, LP. b. Champion America. c. HellermannTyton. d. Ideal Industries, Inc. e. grading Services, Inc.",1
"a. superlative Engineering & Manufacturing Corp. b. Loren Cook Company c. Carnes Company, Division of Wehr Corporation d. Penn Ventilator Company, Inc. e. Greenheck (Basis of Design)",1
ADD the accompany subparagraphs to Subparagraph 8.3.1.,1
Basis of Design: Probase by imposing Co.,1
Description: Modular component warehousing unit system; Basis of Design Bradyl Bins Storage System by Bradyl.,1
